Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Most Recent Date Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplaces (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Zoning Desc. (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data)
$700 ,"Jade Apartments - Commercial 11, 11 N Keeler Ave, Chicago, IL 60624",https://www.zillow.com/homedetails/11-N-Keeler-Ave-Chicago-IL-60624/2108674254_zpid/,11 N Keeler Ave,60624,Chicago,,IL,0,1,,Studio | 1 ba ,,"Mon, 3/3/25",41.881927,-87.730576,,FOR_RENT,APARTMENT,,,,,,"$1,037 ",,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$713 ,"5 4 4 Oak, 544 W Oak St, Chicago, IL 60610",https://www.zillow.com/apartments/chicago-il/5-4-4-oak/CjqsLN/,544 W Oak St #A92A9D733,60610,Chicago,,IL,2,1,1083,2 bds | 1 ba | 1083 sqft,$0.66 ,"Mon, 3/3/25",41.90086,-87.64282,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$720 ,"7102 S Luella Ave, Chicago, IL 60649",https://zillow.com//apartments/chicago-il/7102-s-luella/5XjCwQ/,7102 S  Luella Ave  Apt 209,60649,Chicago,,IL,0,,,Studio ,,"Mon, 3/3/25",41.765995,-87.5705,,FOR_RENT,,,,$720+ 0 bds,$720 ,$720 ,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$725 ,"87th & May St, 8716-18 S May St #16814717, Chicago, IL 60620",https://www.zillow.com/b/87th-and-may-st-chicago-il-CBf8Y4/,8716-18 S May St #16814717,60620,Chicago,,IL,2,1,725,2 bds | 1 ba | 725 sqft,$1 ,"Mon, 3/3/25",41.725906,-87.651855,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$725 ,"8301 S Sangamon St, Chicago, IL 60620",https://zillow.com//b/83rd-and-sangamon-chicago-il-5XfS5J/,8301 S  Sangamon St # 16067790,60620,Chicago,,IL,1,,,1 bds ,,"Mon, 3/3/25",41.743153,-87.64718,,FOR_RENT,,,,"$725+ 1 bds, $795+ 2 bds",$725 ,$795 ,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$725 ,"6238-44 S Western Ave, Chicago, IL 60636",https://zillow.com//apartments/chicago-il/6238-44-s-western-ave/9h8G9r/,6238-44 S  Western Ave # 305S,60636,Chicago,,IL,0,,,Studio ,,"Mon, 3/3/25",41.779854,-87.68405,,FOR_RENT,,,,$725+ 0 bds,$725 ,$725 ,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$725 ,"83rd & Sangamon - 931 W. 83rd Street, Apt. 3, 931 W 83rd St APT 3, Chicago, IL 60620",https://www.zillow.com/b/83rd-and-sangamon-931-w.-83rd-street-apt.-3-chicago-il-5ZLMfp/,931 W 83rd St APT 3,60620,Chicago,,IL,1,1,725,1 bds | 1 ba | 725 sqft,$1 ,"Mon, 3/3/25",41.74317,-87.64722,,FOR_RENT,APARTMENT,,,,,,$836 ,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$725 ,"87th & May St - 8718, Apt G, 8718 S May St, Chicago, IL 60620",https://www.zillow.com/homedetails/8718-S-May-St-Chicago-IL-60620/2110267266_zpid/,8718 S May St,60620,Chicago,,IL,2,1,725,2 bds | 1 ba | 725 sqft,$1 ,"Mon, 3/3/25",41.735275,-87.652466,,FOR_RENT,APARTMENT,,,,,,"$1,539 ",,,,,$,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$725 ,"7106 S Ridgeland Ave APT 211, Chicago, IL 60649",https://www.zillow.com/homedetails/7106-S-Ridgeland-Ave-APT-211-Chicago-IL-60649/2114841453_zpid/,7106 S Ridgeland Ave APT 211,60649,Chicago,,IL,0,1,500,Studio | 1 ba | 500 sqft,$1.45 ,"Mon, 3/3/25",41.765774,-87.58271,,FOR_RENT,APARTMENT,,,,,,$900 ,,,,,$,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$735 ,"2235 E 71st St, 2235 E 71st St #2241-310, Chicago, IL 60649",https://www.zillow.com/apartments/chicago-il/2235-e-71st-st/9S5Wft/,2235 E 71st St #2241-310,60649,Chicago,,IL,0,1,400,Studio | 1 ba | 400 sqft,$1.84 ,"Mon, 3/3/25",41.76596,-87.56981,,FOR_RENT,APARTMENT,,,,,,$916 ,,,,,$,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$750 ,"(undisclosed Address), Chicago, IL 60638",https://www.zillow.com/homedetails/Chicago-IL-60638/2077941475_zpid/,(undisclosed Address),60638,Chicago,,IL,0,1,130,Studio | 1 ba | 130 sqft,$5.77 ,"Mon, 3/3/25",,,,FOR_RENT,APARTMENT,,,,,,"$1,794 ","$563,100 ",,,,$,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$750 ,"Highlands Tudor Manor, 7018 S Cregier Ave, Chicago, IL 60649",https://www.zillow.com/apartments/chicago-il/highlands-tudor-manor/5Xfzr8/,7018 S Cregier Ave #5AD6BC9EE,60649,Chicago,,IL,0,1,302,Studio | 1 ba | 302 sqft,$2.48 ,"Mon, 3/3/25",41.767315,-87.58171,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$750 ,"6701 S Union Ave, Chicago, IL 60621",https://zillow.com//b/6701-03-s-parnell-ave-chicago-il-9RzwDY/,6701 S  Union Ave # 11172206,60621,Chicago,,IL,1,,,1 bds ,,"Mon, 3/3/25",41.77236,-87.64146,,FOR_RENT,,,,"$750+ 1 bds, $825+ 2 bds",$750 ,$825 ,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$750 ,"963 E 84th St #103-002-103, Chicago, IL 60619",https://www.zillow.com/homedetails/963-E-84th-St-103-002-103-Chicago-IL-60619/441807249_zpid/,963 E 84th St #103-002-103,60619,Chicago,,IL,0,1,,Studio | 1 ba ,,"Mon, 3/3/25",41.74194,-87.60008,,FOR_RENT,APARTMENT,,,,,,,,,"Wed, 12/11/24",35,$,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$750 ,"963 E 84th St, Chicago, IL 60619",https://zillow.com//b/studio-3-bd-heat-and-appliances-incl.-chicago-il-5XfpfF/,963 E  84th St # 2-103,60619,Chicago,,IL,0,,,Studio ,,"Mon, 3/3/25",41.741936,-87.600105,,FOR_RENT,,,,"$750+ 0 bds, $930+ 1 bds, $1,200+ 2 bds",$750 ,"$1,200 ",,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$750 ,"1251 S Keeler Ave #BASEMENT, Chicago, IL 60623",https://www.zillow.com/homedetails/1251-S-Keeler-Ave-BASEMENT-Chicago-IL-60623/447891421_zpid/,1251 S Keeler Ave #BASEMENT,60623,Chicago,,IL,1,1,600,1 bds | 1 ba | 600 sqft,$1.25 ,"Mon, 3/3/25",41.864517,-87.729675,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$750 ,"11027 S Martin Luther King Dr, Chicago, IL 60637",https://zillow.com//b/11027-s.-king-dr.-new-chicago-il-C83xh6/,11027 S  Martin Luther King Dr # 11031-S/G,60637,Chicago,,IL,0,,,Studio ,,"Mon, 3/3/25",41.780506,-87.61539,,FOR_RENT,,,,$750+ 0 bds,$750 ,$750 ,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$760 ,"7850 S Constance Ave, 7850 S Constance Ave APT 302, Chicago, IL 60649",https://www.zillow.com/apartments/chicago-il/7850-s-constance-ave/5XkWyW/,7850 S Constance Ave APT 302,60649,Chicago,,IL,0,1,400,Studio | 1 ba | 400 sqft,$1.90 ,"Mon, 3/3/25",41.751785,-87.57988,,FOR_RENT,APARTMENT,,,,,,$741 ,,,"Tue, 2/25/25",10,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$765 ,"8152 S Evans, 8152 S Evans Ave #714-2A, Chicago, IL 60619",https://www.zillow.com/apartments/chicago-il/8152-s-evans/5Xt8zV/,8152 S Evans Ave #714-2A,60619,Chicago,,IL,0,1,450,Studio | 1 ba | 450 sqft,$1.70 ,"Mon, 3/3/25",41.745983,-87.60664,,FOR_RENT,APARTMENT,,,,,,$877 ,,,"Tue, 2/25/25",-15,$,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$770 ,"1807 N Lincoln Park W, Chicago, IL 60614",https://zillow.com//apartments/chicago-il/1807-09-n.-lincoln-park-west/5ZbPTX/,1807 N  Lincoln Park W  # 7-108,60614,Chicago,,IL,0,,,Studio ,,"Mon, 3/3/25",41.91538,-87.636955,,FOR_RENT,,,,$770+ 0 bds,$770 ,$770 ,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$775 ,"7715 S South Shore Dr, Chicago, IL 60649",https://zillow.com//apartments/chicago-il/7715-s-south-shore-dr/5Xjw89/,7715 S  South Shore Dr Apt 311,60649,Chicago,,IL,0,,,Studio ,,"Mon, 3/3/25",41.756893,-87.55269,,FOR_RENT,,,,"$775+ 0 bds, $1,155+ 2 bds",$775 ,"$1,155 ",,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$775 ,"1123 E 82nd St, Chicago, IL 60619",https://zillow.com//b/1121-23-e.-82nd-street-1123-302-chicago-il-Bwft/,1123 E  82nd St   Apt 302,60619,Chicago,,IL,0,,,Studio ,,"Mon, 3/3/25",41.745644,-87.59679,,FOR_RENT,,,,"$775+ 0 bds, $875+ 1 bds",$775 ,$875 ,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$790 ,"7915-19 S Hermitage Ave, 7915 S Hermitage Ave #7919-3B, Chicago, IL 60620",https://www.zillow.com/apartments/chicago-il/7915-19-s-hermitage-ave/F5WZ/,7915 S Hermitage Ave #7919-3B,60620,Chicago,,IL,0,1,415,Studio | 1 ba | 415 sqft,$1.90 ,"Mon, 3/3/25",41.749783,-87.666534,,FOR_RENT,APARTMENT,,,,,,,,,"Fri, 2/7/25",10,$,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$795 ,"954 E 84th Pl #3, Chicago, IL 60619",https://www.zillow.com/homedetails/954-E-84th-Pl-3-Chicago-IL-60619/2088147893_zpid/,954 E 84th Pl #3,60619,Chicago,,IL,1,1,750,1 bds | 1 ba | 750 sqft,$1.06 ,"Mon, 3/3/25",41.741543,-87.60048,,FOR_RENT,APARTMENT,,,,,,$915 ,,,,,$,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$800 ,"5800 Elston Studio, Chicago, IL 60646",https://www.zillow.com/homedetails/5800-Elston-Studio-Chicago-IL-60646/2065508014_zpid/,5800 Elston Studio,60646,Chicago,,IL,0,1,400,Studio | 1 ba | 400 sqft,$2 ,"Mon, 3/3/25",41.99348,-87.76135,,FOR_RENT,APARTMENT,,,,,,$969 ,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$800 ,"4342 W Washington Blvd, Chicago, IL 60624",https://zillow.com//apartments/chicago-il/garfield-apartments/5XgLnG/,4342 W  Washington Blvd # 0B-1Ba,60624,Chicago,,IL,0,,,Studio ,,"Mon, 3/3/25",41.88232,-87.734856,,FOR_RENT,,,,"$800+ 0 bds, $1,000+ 1 bds",$800 ,"$1,000 ",,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$800 ,"8709 S Exchange Ave #2F, Chicago, IL 60617",https://www.zillow.com/homedetails/8709-S-Exchange-Ave-2F-Chicago-IL-60617/447910930_zpid/,8709 S Exchange Ave #2F,60617,Chicago,,IL,2,1,700,2 bds | 1 ba | 700 sqft,$1.14 ,"Mon, 3/3/25",41.73707,-87.552414,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$800 ,"1-15 N Keeler Ave, Chicago, IL 60624",https://zillow.com//apartments/chicago-il/jade-apartments/CZ7SmF/,1-15 N  Keeler Ave # 0B-1Ba,60624,Chicago,,IL,0,,,Studio ,,"Mon, 3/3/25",41.881054,-87.7304,,FOR_RENT,,,,"$800+ 0 bds, $1,475+ 2 bds",$800 ,"$1,475 ",,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$800 ,"123 N Central Ave APT 509, Chicago, IL 60644",https://www.zillow.com/homedetails/123-N-Central-Ave-APT-509-Chicago-IL-60644/440383340_zpid/,123 N Central Ave APT 509,60644,Chicago,,IL,0,1,650,Studio | 1 ba | 650 sqft,$1.23 ,"Mon, 3/3/25",41.882854,-87.76448,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$800 ,"8545 S Ashland Ave #3, Chicago, IL 60620",https://www.zillow.com/homedetails/8545-S-Ashland-Ave-3-Chicago-IL-60620/441128119_zpid/,8545 S Ashland Ave #3,60620,Chicago,,IL,1,1,550,1 bds | 1 ba | 550 sqft,$1.45 ,"Mon, 3/3/25",41.738052,-87.66274,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$800 ,"Wilson Yard Senior Apartments, 1032 W Montrose Ave, Chicago, IL 60613",https://www.zillow.com/apartments/chicago-il/wilson-yard-senior-apartments/Ch2b2F/,1032 W Montrose Ave #DA36997E0,60613,Chicago,,IL,1,1,545,1 bds | 1 ba | 545 sqft,$1.47 ,"Mon, 3/3/25",41.961983,-87.65592,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$800 ,"1160 S Mason Ave #3, Chicago, IL 60644",https://www.zillow.com/homedetails/1160-S-Mason-Ave-3-Chicago-IL-60644/447490896_zpid/,1160 S Mason Ave #3,60644,Chicago,,IL,0,1,,Studio | 1 ba ,,"Mon, 3/3/25",41.86583,-87.772865,,FOR_RENT,APARTMENT,,,,,,,,,"Mon, 2/24/25",-300,$,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$800 ,"8213 S Cottage Grove Ave #303, Chicago, IL 60619",https://www.zillow.com/homedetails/8213-S-Cottage-Grove-Ave-303-Chicago-IL-60619/447804381_zpid/,8213 S Cottage Grove Ave #303,60619,Chicago,,IL,1,1,700,1 bds | 1 ba | 700 sqft,$1.14 ,"Mon, 3/3/25",41.745556,-87.605,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$800 ,"1329 N Lorel Ave, Chicago, IL 60651",https://www.zillow.com/homedetails/1329-N-Lorel-Ave-Chicago-IL-60651/2068824649_zpid/,1329 N Lorel Ave,60651,Chicago,,IL,1,1,600,1 bds | 1 ba | 600 sqft,$1.33 ,"Mon, 3/3/25",41.904995,-87.75934,,FOR_RENT,APARTMENT,,,,,,"$1,103 ",,,,,$,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$800 ,"158 N Central Ave #401, Chicago, IL 60644",https://www.zillow.com/homedetails/158-N-Central-Ave-401-Chicago-IL-60644/2059556616_zpid/,158 N Central Ave #401,60644,Chicago,,IL,1,1,850,1 bds | 1 ba | 850 sqft,$0.94 ,"Mon, 3/3/25",41.88391,-87.765465,,FOR_RENT,APARTMENT,,,,,,"$1,051 ",,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$810 ,"5501 W Washington Blvd, Chicago, IL 60644",https://zillow.com//apartments/chicago-il/washington-plaza/5Xdynn/,5501 W  Washington Blvd # 5501-109,60644,Chicago,,IL,0,,,Studio ,,"Mon, 3/3/25",41.88198,-87.76356,,FOR_RENT,,,,$810+ 0 bds,$810 ,$810 ,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$810 ,"1550 N Kedzie Ave, Chicago, IL 60651",https://www.zillow.com/homedetails/1550-N-Kedzie-Ave-Chicago-IL-60651/2097891548_zpid/,1550 N Kedzie Ave,60651,Chicago,,IL,0,1,400,Studio | 1 ba | 400 sqft,$2.03 ,"Mon, 3/3/25",41.909836,-87.70746,,FOR_RENT,APARTMENT,,,,,,$991 ,,,,,$,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$815 ,"4114 W Washington Blvd, Chicago, IL 60624",https://zillow.com//apartments/chicago-il/4114-w-washington-blvd/BpKZ/,4114 W  Washington Blvd Apt 321,60624,Chicago,,IL,0,,,Studio ,,"Mon, 3/3/25",41.8824,-87.72885,,FOR_RENT,,,,$815+ 0 bds,$815 ,$815 ,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$825 ,"6701-03 S Parnell Ave - 8, 517 W Marquette Rd APT 1, Chicago, IL 60621",https://www.zillow.com/b/6701-03-s-parnell-ave-8-chicago-il-DDh2/,517 W Marquette Rd APT 1,60621,Chicago,,IL,2,1,675,2 bds | 1 ba | 675 sqft,$1.22 ,"Mon, 3/3/25",41.772438,-87.63794,,FOR_RENT,APARTMENT,,,,,,"$1,356 ",,,"Fri, 2/7/25",50,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$825 ,"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/2059625521_zpid/,(undisclosed Address),60614,Chicago,,IL,0,1,250,Studio | 1 ba | 250 sqft,$3.30 ,"Mon, 3/3/25",,,,FOR_RENT,APARTMENT,,,,,,"$1,384 ",,,,,$,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$840 ,"7241-49 S Phillips Ave, 7241 S Phillips Ave #7245-3E, Chicago, IL 60649",https://www.zillow.com/apartments/chicago-il/7241-49-s-phillips-ave/5XfVgy/,7241 S Phillips Ave #7245-3E,60649,Chicago,,IL,1,1,575,1 bds | 1 ba | 575 sqft,$1.46 ,"Mon, 3/3/25",41.763283,-87.56484,,FOR_RENT,APARTMENT,,,,,,$902 ,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$840 ,"7925 S Phillips Ave, Chicago, IL 60617",https://zillow.com//apartments/chicago-il/7925-s-phillips/9jWtbF/,7925 S  Phillips Ave # 4A,60617,Chicago,,IL,1,,,1 bds ,,"Mon, 3/3/25",41.750763,-87.5646,,FOR_RENT,,,,$840+ 1 bds,$840 ,$840 ,,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$850 ,"4501 N Central Park Ave, Chicago, IL 60625",https://zillow.com//apartments/chicago-il/central-park-apartments/Cjgvvx/,4501 N  Central Park Ave  # bfe2da79e,60625,Chicago,,IL,1,,,1 bds ,,"Mon, 3/3/25",41.963078,-87.71774,,FOR_RENT,,,,"$850+ 1 bds, $1,021+ 2 bds, $1,175+ 3 bds",$850 ,"$1,175 ",,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$850 ,"(undisclosed Address), Chicago, IL 60623",https://www.zillow.com/homedetails/Chicago-IL-60623/2054789096_zpid/,(undisclosed Address),60623,Chicago,,IL,2,1,450,2 bds | 1 ba | 450 sqft,$1.89 ,"Mon, 3/3/25",,,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
